id,home_team_win
0,0.7
1,0.9
2,1.0
3,0.3
4,0.2
5,0.9
6,0.0
7,0.3
8,0.4
9,0.6
10,0.9
11,0.5
12,0.5
13,0.8
14,0.9
15,0.8
16,0.2
17,0.3
18,0.9
19,0.6
20,0.9
21,0.3
22,1.0
23,0.4
24,0.6
25,0.3
26,0.5
27,0.3
28,0.5
29,0.9
30,1.0
31,0.9
32,0.8
33,0.9
34,1.0
35,0.2
36,0.1
37,1.0
38,0.9
39,0.7
40,0.6
41,0.1
42,0.8
43,1.0
44,0.2
45,0.2
46,0.8
47,0.8
48,0.8
49,1.0
50,0.7
51,0.8
52,0.9
53,0.8
54,1.0
55,0.1
56,0.4
57,0.7
58,0.5
59,0.3
60,0.0
61,0.8
62,0.4
63,0.4
64,1.0
65,0.8
66,0.2
67,0.1
68,0.9
69,0.3
70,0.3
71,0.9
72,0.4
73,1.0
74,0.7
75,0.6
76,0.9
77,0.6
78,0.2
79,1.0
80,1.0
81,0.4
82,0.9
83,0.5
84,0.3
85,0.9
86,0.3
87,0.1
88,0.7
89,0.4
90,0.9
91,0.8
92,0.8
93,0.9
94,0.5
95,1.0
96,0.9
97,0.7
98,0.2
99,0.9
100,0.9
101,0.9
102,0.3
103,0.4
104,0.9
105,0.4
106,0.9
107,0.9
108,1.0
109,0.7
110,0.6
111,0.1
112,0.7
113,0.6
114,0.7
115,0.8
116,0.9
117,0.3
118,1.0
119,1.0
120,0.7
121,0.7
122,0.1
123,1.0
124,0.5
125,0.2
126,1.0
127,0.5
128,0.6
129,0.7
130,0.5
131,0.5
132,0.8
133,0.5
134,0.9
135,0.3
136,0.2
137,0.6
138,0.7
139,0.5
140,0.7
141,0.7
142,0.6
143,0.5
144,0.5
145,0.3
146,0.4
147,0.8
148,0.6
149,0.4
150,1.0
151,0.3
152,0.7
153,0.8
154,0.7
155,0.8
156,0.6
157,0.9
158,0.4
159,0.7
160,0.4
161,0.7
162,0.3
163,0.4
164,0.8
165,0.9
166,0.8
167,0.9
168,0.2
169,1.0
170,0.5
171,0.3
172,0.9
173,0.7
174,0.4
175,0.7
176,1.0
177,0.9
178,0.9
179,0.6
180,0.7
181,0.6
182,0.4
183,0.9
184,0.3
185,1.0
186,0.1
187,1.0
188,0.7
189,0.8
190,0.3
191,1.0
192,0.5
193,0.7
194,0.0
195,0.2
196,0.7
197,0.4
198,0.9
199,0.4
